X,Y,Label
50.149498,-7.216485,15
-31.358463,31.687813,21
-20.393923,25.09532,21
10.226361,39.502743,21
-40.740543,9.739656,7
27.873556,-46.013695,18
17.523405,26.501326,26
1.6433418,-2.03959,13
-14.986273,36.228474,21
-24.141542,10.365087,20
-9.997464,11.653819,3
24.428146,-14.370339,12
-35.006237,-30.547998,11
41.174545,6.3861175,8
-19.835484,23.773024,21
51.92398,-8.846262,15
43.40558,-12.7280445,15
30.314783,33.11271,5
-33.22517,-25.359924,8
50.52574,-14.513839,15
-20.799467,-26.985088,8
-39.845425,-27.047117,11
43.97705,12.321224,1
-9.117388,-24.99091,8
47.941483,4.0296135,1
-10.933385,39.65293,21
2.3586452,-44.915825,8
-40.457447,22.423594,21
-9.231823,14.462487,21
-19.470297,-1.9405159,20
-1.5052842,-13.944586,8
-41.208225,13.870304,8
36.036465,3.5851703,1
-14.482589,-8.449017,8
22.763922,-26.284456,12
-21.21345,37.54725,21
38.160034,4.017967,1
41.75084,15.643481,1
22.655735,-18.580917,12
-27.556387,28.413307,21
-7.692717,-17.45074,8
-4.431682,6.8510284,10
45.442955,10.308616,1
-44.816135,22.098211,7
-36.255455,-37.9089,4
29.928022,16.327045,1
-18.520353,0.04178047,16
41.49031,23.967941,1
17.164188,28.096453,26
42.741867,10.045291,1
-39.04485,-35.40095,11
3.4700918,31.076223,21
-5.5324574,1.8469967,19
2.1284254,21.013527,20
47.073483,-12.281083,15
-46.5106,24.934679,7
-5.612213,-20.613432,8
23.940624,-15.22983,12
16.71617,-23.83025,12
-25.552095,12.234528,21
41.004475,-37.459282,8
-45.85971,-21.7178,11
9.243886,-22.733124,25
36.570087,-19.474646,15
-25.365051,-46.612103,4
40.9406,-37.102276,27
-32.988037,37.002525,21
-49.068478,-2.4560668,22
19.331978,-15.641337,6
-39.43056,2.739726,21
-43.893185,-25.856203,11
-23.26966,41.219597,21
2.1141691,-22.662376,24
-22.312016,-46.996216,4
-6.9539366,45.84012,21
-11.289662,-48.658092,8
-24.933256,44.629814,21
39.122005,34.3208,7
-23.143623,-48.327747,4
-4.772265,-10.708592,28
-6.632864,4.7842884,10
-18.36272,0.15060805,24
22.344194,-17.160913,12
4.082807,47.97964,2
9.239349,28.916899,2
45.34716,-13.512155,15
-7.4038854,-7.225319,8
-46.885353,5.1272397,7
9.895516,-18.603973,15
-8.544027,-27.905458,8
-45.62601,-30.741032,11
49.127644,-1.6317081,15
16.468536,-24.36285,12
27.51431,-0.11160351,5
14.818508,27.236542,26
9.500065,-22.495342,25
-43.504704,23.553785,7
18.397541,27.361748,26
-24.296972,-34.507027,0
-17.886553,0.7822257,7
1.268227,2.8641534,22
6.4436235,54.792538,6
12.741923,40.68391,9
9.8840065,54.60616,15
24.054861,-28.15348,12
-11.6715,38.39566,21
23.15898,-30.906485,12
29.14681,-39.802284,11
-10.415384,-30.716915,8
-26.36824,-25.588547,8
11.027106,-7.204608,23
-15.00992,35.2952,21
-39.27883,16.276928,7
-16.69529,36.00491,21
4.916456,53.352333,21
7.9251156,46.473568,21
38.77196,-39.746635,27
29.772755,29.847998,23
-6.634432,-17.315727,8
32.535862,7.0505967,1
-34.96538,-34.62782,11
-19.184292,10.6047535,1
45.264233,-18.235218,15
14.150101,28.134886,21
-13.157327,-24.889503,8
-45.415413,4.1378775,21
-5.794044,18.027122,2
-10.529639,-32.21926,8
-46.365364,23.57832,7
27.254248,0.022452794,28
56.3664,-19.217041,15
-17.586176,28.712776,21
1.3904282,-47.21231,8
24.363794,10.737588,19
19.733257,-28.002768,12
-47.17573,-33.591576,11
41.780235,10.7717285,1
35.72204,-42.3238,27
-21.209454,20.80171,21
-12.422531,-8.548866,14
-32.118835,-8.855951,0
-10.055074,-32.142033,8
-50.8661,20.155418,7
19.162565,-48.83482,18
0.884531,-1.2884488,13
-5.012034,49.592155,21
39.533787,26.030342,1
50.81454,-21.324131,15
-25.19625,-44.208687,4
27.643082,-18.576557,12
-48.751125,-1.2396625,7
25.249578,11.52765,1
28.370905,-3.9363296,28
-15.64153,-42.991604,4
-24.74193,-22.841354,8
25.42202,52.60699,14
12.233163,-6.50179,23
0.85033095,-1.0038229,13
-15.416979,39.8877,21
28.46001,10.969393,19
3.973167,-41.74663,8
8.299181,-31.46176,8
1.3740469,50.95655,21
-15.105485,0.81116307,21
-45.69473,18.327156,7
-31.572327,-16.645124,16
44.69645,-10.880794,15
-17.34811,-49.441444,4
-7.529087,-18.996529,3
29.917822,49.03877,14
-22.513222,-47.978832,4
37.422745,4.6365895,15
45.023777,12.591706,1
-16.265142,44.499138,21
9.748532,18.452364,10
-17.745066,-20.228315,8
30.311998,49.519695,14
-28.472422,37.372646,21
16.077433,-27.35128,12
-33.315784,34.75051,21
-4.7013226,43.730015,21
-12.656463,-7.949097,8
21.19755,13.1044235,1
-16.375921,41.94835,21
-23.118866,3.2336788,21
-9.345906,-36.08493,8
10.543952,-4.509912,21
-24.420218,23.357143,21
-22.7446,21.843369,21
-9.182454,40.153015,19
-22.034412,-21.492363,8
-9.371618,-36.326733,8
13.829968,3.3247623,4
9.129216,-6.6508155,0
9.590953,-14.909408,25
-46.361973,-5.5298285,11
18.18547,-47.30549,18
-13.776934,12.229696,3
53.126884,-20.10367,15
-1.9004594,19.501686,17
12.325846,40.355522,1
16.264252,8.750211,19
48.94504,-2.2277484,15
26.801567,-2.0566487,28
-44.75008,22.738478,14
15.469435,26.782263,26
-2.4078805,-26.30927,8
-24.549122,-18.194435,16
-39.913754,6.8410454,7
47.30474,-16.552225,15
8.160251,-15.944419,15
-36.607597,-37.761097,11
-42.027626,14.327433,7
6.708105,6.862302,6
28.504396,-19.356602,12
17.624289,-27.994627,12
10.827099,27.24145,21
12.682585,-38.97322,0
-17.150837,-13.663962,8
-14.613177,-29.292645,8
-23.592325,-41.781475,4
-25.746983,-24.173138,8
34.881805,18.117102,1
25.874355,32.048855,5
0.307537,28.112299,26
-2.593116,-25.351871,8
25.272907,11.668992,19
-10.880057,-31.372108,8
-39.398796,2.9607897,4
20.860744,-25.411453,12
-49.852768,18.835276,7
-13.641808,36.058834,21
-41.24078,-19.79371,11
-2.8245296,-14.756737,24
-1.307022,-45.410496,8
-30.243757,-0.28742117,0
0.40046474,-44.527203,8
-40.067207,-25.692799,11
1.0718887,-40.265614,15
24.69146,-30.613205,12
-31.471107,-19.385004,16
29.579418,26.22697,8
0.5680771,-44.306683,8
6.680504,-18.947489,8
-9.72868,17.123459,3
4.791702,-34.789154,8
-42.075104,28.108915,7
47.59066,9.099644,1
16.712114,3.4856846,8
-17.6265,-44.53658,4
-9.122215,-35.43405,8
45.60939,0.960053,1
41.602875,22.415062,1
30.075008,50.377827,14
53.28392,-16.973848,15
-43.94886,-19.870634,19
41.102142,-21.566414,8
-24.854797,5.8346314,20
-16.676985,-21.695919,8
-45.026775,-26.785452,11
-52.957993,-4.046326,22
27.501247,-1.8359582,26
43.560898,-23.781939,15
11.698591,-6.7658057,8
24.464499,-19.839817,12
9.291014,-3.4378903,23
-16.748556,47.278965,21
-3.2774353,42.685997,21
-0.15015465,51.19957,21
-47.231976,-18.69648,11
-8.642352,26.62937,21
-50.431103,14.275029,7
-23.68232,23.74763,21
-33.05585,4.607567,0
41.98628,17.450502,1
-41.65232,13.884137,8
-12.163574,34.283073,21
-0.48899004,-35.503433,15
-23.642172,-45.734894,4
29.197498,-1.992446,28
-30.239317,-19.48967,16
-47.300117,21.295324,7
40.228813,-43.012794,27
-14.609745,44.983704,21
29.379036,-19.098354,1
-8.7259245,-28.00948,8
34.73378,40.92144,23
1.1948782,-21.113092,8
35.25722,10.76209,1
-9.5201845,47.49633,21
-30.44969,-0.74069625,0
-10.23624,36.61961,21
-13.996719,-30.537685,8
-43.24713,25.504078,7
-42.60336,14.099419,8
-13.890703,11.765565,21
1.3347205,2.9731655,8
-4.978766,40.439243,21
-19.843153,-23.037893,8
-13.612953,-41.57637,12
5.001293,50.966175,21
29.717152,50.185005,2
-33.758812,29.659088,2
24.327944,46.475094,14
7.9272695,-3.3783844,12
0.49577022,16.44786,22
46.942043,-12.186975,15
-31.847704,-19.449701,0
-48.73631,-24.651653,11
-11.821371,40.487156,21
-21.620552,-45.15707,4
-5.799486,-9.582828,8
-5.6130586,0.8047724,10
25.07169,45.751625,21
-16.05538,-11.6091175,8
35.515823,44.597282,14
33.01441,1.3294293,28
-26.739359,-48.95786,4
13.447125,-6.4625845,23
34.324093,31.502172,5
-37.86858,-18.046352,11
-50.34339,-24.728394,11
-14.927034,-48.49079,8
41.736576,15.094093,1
-27.366735,29.440348,21
23.760435,-15.460793,12
-46.672527,17.676495,7
31.730145,11.048198,1
8.28401,-9.484111,19
-14.273217,-29.092096,8
-20.47111,-4.3182445,10
-10.107292,13.152256,3
-24.057108,13.699383,21
-28.665956,-17.94914,16
-8.089703,-28.164343,8
28.085268,16.327482,1
38.563305,14.6994915,19
40.64131,22.567299,1
-25.056707,-3.6245146,0
12.565739,-30.231909,12
-25.057865,37.431915,23
-32.366745,0.44934466,0
0.5043259,51.999237,21
22.449602,-0.016930977,1
32.31659,46.12025,14
36.42737,-19.554026,12
-26.815248,-39.291153,4
-12.084403,47.13162,21
14.910529,-20.831463,0
5.6767783,25.12103,21
-37.56219,2.5033643,0
-41.55846,32.481552,21
22.773952,-41.658546,10
15.639472,-27.483023,12
-13.154675,44.857307,21
-54.25901,-1.5906162,22
-29.582262,-45.747066,4
19.327509,-31.789764,12
1.1035988,0.21093912,22
35.069378,20.600742,1
-39.440247,-35.23438,11
10.699734,3.69356,4
-21.431732,25.957155,21
-32.315372,1.5605179,7
-22.715729,-3.2289102,22
-17.393482,34.327404,21
-4.065965,-32.91196,8
-36.020073,-26.06881,11
-34.888485,-10.453226,8
-6.281276,4.858988,10
30.349731,29.678627,5
32.36417,34.297733,5
52.015495,-23.58324,15
-46.805664,24.05035,7
10.128584,10.177599,19
9.288098,2.4414651,8
-45.26688,-23.253675,11
8.944558,-23.142765,25
-27.708918,28.844604,21
6.5082936,-18.841974,8
23.632835,-19.413816,12
28.77434,16.0353,1
22.568228,-28.022892,12
-7.2686253,27.240698,21
-24.765577,44.790283,21
48.790653,12.943613,1
-12.401177,37.572807,21
-16.946192,-13.837986,8
43.192238,13.111805,1
17.63138,-45.2492,18
17.674648,1.1008615,24
-16.892563,-20.063644,8
-1.3149409,-15.287625,8
13.027128,26.367338,26
45.31073,-17.873768,15
23.912846,31.457052,5
45.93046,14.302669,1
10.654596,-33.07695,8
-17.864485,-1.1207179,10
-35.64153,2.7769768,0
-10.151736,44.47807,15
-4.4902787,0.5973772,23
42.421886,12.663212,1
-8.736276,23.087093,10
26.915861,-29.015394,12
-28.925669,-18.043947,18
-18.627104,10.178138,17
-18.883072,-26.712967,8
36.653774,16.634232,1
5.991619,55.710167,21
-25.239935,23.005676,21
-30.573368,8.472605,6
-8.522951,8.565922,0
28.140474,38.383823,5
-24.729076,-40.49943,4
-46.799328,18.950758,7
47.592915,8.726304,15
-4.0554757,-17.779146,8
-4.996288,-29.885082,8
27.472046,30.418692,5
36.844864,-15.36275,0
-21.96907,35.23413,21
13.738161,-9.512055,23
-3.7091115,-38.418686,11
-20.185669,40.42995,21
3.2740378,-43.327583,8
24.991535,-6.6580615,28
-39.701134,30.201447,21
6.226557,51.235546,6
-24.960724,-33.72953,4
25.811193,51.192898,1
20.834202,-8.311246,1
-7.3610997,-33.353275,8
25.578354,52.913353,14
-29.673332,-18.509138,16
32.4231,1.2508786,21
-12.317935,39.40263,21
19.013084,25.849636,26
-34.71551,34.803955,21
7.5124784,4.4867716,8
-16.441553,25.207413,21
-24.053562,-48.836594,4
0.67215633,-24.405947,8
29.74674,32.817513,5
13.747567,-22.484573,25
-11.5434065,-20.698717,8
27.454102,11.385752,26
-46.46215,-30.837072,11
12.525447,28.948523,26
-4.420057,1.2165085,12
13.251892,27.994745,26
-31.530254,-40.708683,11
-7.7565093,-30.917505,8
-7.8421807,40.635155,21
-16.857317,26.749557,21
18.108988,7.4134374,19
-4.2192435,47.68893,21
-40.28175,-25.726797,11
30.937513,47.2457,14
-43.874447,-28.120245,11
-20.213367,-22.974035,12
-15.147352,38.197758,21
44.585922,13.757171,1
47.835655,-4.907876,15
-18.23409,-47.7598,4
-4.786019,53.37922,21
-6.105491,4.048099,12
9.877512,-37.88078,8
31.73638,10.956131,1
-53.45014,16.743353,7
16.320362,29.679941,26
-5.791644,7.3945365,10
14.002232,14.213873,28
-48.647343,-22.629099,11
43.432594,-17.822878,8
-47.19476,21.994526,7
-36.64594,-25.780066,8
-22.033516,-25.151384,8
-27.759165,-44.31699,4
-46.574963,5.03016,22
45.462357,-21.317875,15
-6.4741974,-21.895153,8
33.499767,0.38969404,1
-35.710823,4.9675837,0
-17.206326,37.866226,21
30.268858,50.348183,14
-41.09744,17.3627,7
-1.5108188,54.536938,21
-27.580086,15.47894,21
53.757584,-15.8987,15
-26.757793,-8.990233,8
38.05342,4.5762477,1
51.18571,-17.157196,15
18.170486,-45.548424,18
-4.4035535,-26.252428,8
31.739506,-24.785206,12
-16.61217,30.201572,21
20.02195,-49.805977,18
36.073727,-41.681576,27
28.96539,-39.891876,18
-9.93906,42.397194,21
-51.24788,-0.9190942,22
-17.836197,-15.568457,8
-26.536163,4.471033,0
29.203026,-41.275246,23
-20.318035,8.528865,20
-22.577492,-2.7692835,24
-21.806398,17.08803,21
26.430403,14.732418,5
-12.049442,14.026362,3
-20.372795,38.405235,21
20.126766,-49.460007,18
1.9575256,20.98647,21
5.9027815,23.249372,2
-44.456024,16.294518,7
42.82765,-21.746788,15
41.169285,23.854866,1
4.8893476,39.11198,9
18.313356,-28.391312,12
45.289875,-6.659438,13
-23.154024,-49.90636,4
1.8364371,22.900179,21
19.613474,-47.48437,18
-6.5937614,27.47814,21
-13.776739,15.721681,7
44.371983,-14.710335,15
55.188858,-15.412299,15
12.302631,23.005928,3
38.69722,-42.576504,27
-25.105959,-22.746359,8
1.1843618,-13.68667,27
26.851458,31.385422,5
31.1675,5.2361865,1
8.497437,41.572433,21
31.372627,34.205727,5
-7.911115,39.03849,21
1.4781574,48.144493,6
-35.86188,-1.3251518,0
-14.875868,24.294006,21
-19.249125,33.300377,21
27.32971,-28.44296,12
-7.1423273,18.212666,3
-1.5562133,-27.987001,8
20.87761,-50.395874,18
34.761127,32.995293,5
-46.5235,22.863398,7
-13.1236,-40.84386,8
12.406172,13.391332,21
-33.41388,20.484272,7
-8.4210005,4.7426677,24
-29.067593,-1.8955718,0
35.09152,43.028305,1
-32.746887,37.329742,21
31.823175,32.60583,5
-35.078587,-3.40388,0
-1.4363551,-16.511208,8
47.6595,-14.516108,15
-5.062225,-28.68422,8
-19.099419,-16.65872,8
-16.494751,22.502714,21
16.730667,-26.766808,15
8.260265,-21.55021,25
23.186247,-42.873543,8
24.76161,-42.982758,27
-39.621044,2.7464416,0
-18.539925,-39.419033,8
-49.461483,22.49493,7
-24.569578,24.585846,21
21.497122,36.84943,21
23.530338,36.272526,5
9.595893,19.410149,26
7.78233,-27.549162,8
-24.738522,13.503864,21
-13.270864,35.36645,21
-20.448141,-50.363888,4
10.897014,-7.043112,28
-50.878223,-0.64828736,22
22.723463,7.557087,19
-24.079054,10.2916975,20
-20.349995,24.3753,21
-26.828619,2.9802833,0
20.527248,-6.781061,28
-40.516685,12.253011,10
46.94349,13.771498,1
-40.893177,8.180838,9
10.336577,-35.565388,12
32.38207,30.404543,5
0.71062976,-46.254837,8
41.891994,18.930012,1
-39.69862,-20.039598,11
-38.3129,18.083687,21
-23.992018,-53.10701,4
-42.39109,28.38319,7
-49.77292,-25.968552,11
27.534216,49.753704,14
29.978397,-41.31302,15
6.209262,7.9106474,17
35.48451,6.321025,15
-27.208902,-40.372993,19
-24.891085,45.624367,21
12.852099,40.846313,9
44.020863,19.260336,1
39.875973,-24.017124,8
30.214552,-38.85906,27
11.169173,-4.7161016,23
19.647394,-50.07378,18
31.44994,-41.62436,27
-2.847812,-37.58968,13
33.10135,33.01939,5
-1.9594148,-38.01778,8
43.78316,-1.5986335,1
-17.676157,-48.960453,4
-24.720325,-44.206383,4
-25.508184,-10.186723,8
-5.2353425,9.402091,21
-35.01592,31.850765,21
20.352345,6.6418424,19
5.2788744,28.300276,21
-41.831135,-19.85028,1
25.484463,-3.8077908,28
5.78747,6.148222,17
-28.71121,16.599625,21
7.0543895,-9.660147,21
48.022022,-13.8998785,15
2.2786891,-45.21777,8
24.67599,32.996742,3
-38.938965,31.190353,21
6.0683603,22.886547,2
-6.05838,-30.923826,8
-24.429056,13.601836,21
5.464096,10.855365,21
-44.97249,-31.040358,11
5.3871408,-21.260023,8
44.40751,12.17826,1
1.5455383,-1.6788541,12
32.669933,19.624348,1
-41.760063,32.60682,21
-12.345512,-42.093212,4
30.146507,-6.791105,28
-6.740014,8.95477,21
-0.2747176,-4.491834,1
15.030815,26.28404,1
-15.643393,45.201008,21
44.865723,1.5476218,8
39.427254,14.776945,1
26.464478,10.012952,1
-41.58334,32.653934,19
-16.471899,22.44278,21
33.536182,3.252131,1
49.28779,14.09273,1
-23.993225,6.377235,0
44.03057,-7.2873645,15
37.28068,-41.145973,27
33.36215,30.696323,5
-18.71738,-22.436827,14
51.895405,-17.525492,15
-50.39073,2.5713077,22
6.547099,28.663229,26
4.986833,3.5623274,13
-42.504383,26.237354,7
-52.10729,-4.905458,22
-8.226421,-16.764029,8
-9.726331,39.718105,21
32.350185,14.634706,1
44.6485,-14.763738,15
